8000000Y2670,Y26,250114,0
8000000Y2680,Y26,250128,0
KMM,,21:40
ENM,700

8400000Y2740,Y27,250115,0
ENM,,21:30
MHM,218,482
VBM,14,46
VJM,245

8L00000Y2750,Y27,250119,0
VJM,,04:00
YTM,368

8400000Y2750,Y27,250129,0
ENM,,21:30
VBM,714,46
VJM,245

8L00000Y2760,Y27,250202,0
VJM,,04:00
YTM,368

8L00000Y2860,Y25,250119,0
YTM,,23:30
VBM,594,46
MHM,4,61
ENM,115,43
KMM,417

8L00000Y2870,Y25,250202,0
YTM,,23:30
VBM,570,60
MHM,14,61
ENM,115,43
KMM,417

1100000Y3450,Y34,250409,0
CCT,,19:40
GLT,39,3
SPT,36,3
CTT,33,3
SYT,150,25
JZD,167,11
HLD,36,3
SHD,99,20
TSP,150,6
TJP,86,31
DZP,321,30
HSP,91,38
UCK,121,6
FYH,345,36
MCN,192,15
JJG,205

7600000Y3910,Y39,250407,0
GYW,,16:25
CMW,431

6200000Y5680,Y56,250329,0
CSQ,,21:00
YYQ,123,6
WCN,159,31
XUN,204,34
小林,36,12
南阳西,111,28
ONY,129,4
XAY,279,48
XYY,29

5700000Y5600,Y56,250401,0
JJG,,21:57
XUN,445,55
XAY,599,48
TSJ,339,10
LZJ,379,22
HSO,85,24
XNO,77

8500000Y5870,Y55,250330,0
LZJ,,23:28
TSJ,337,6
BJY,156,6
XAY,157,13
ONY,259,15:02
南阳西,115,31
小林,155,20:03
XUN,62,25
WCN,216,35
蒲圻,103,03:24
YYQ,52,4
CSQ,89,8
ZZQ,38,26
HYQ,95,6
CZQ,100,6
SGQ,103,6
GZQ,158

7800000Y5940,Y59,250323,0
GIW,,23:42
ASW,88,4
UMW,153,18
XWM,107,6
QJM,69,6
KMM,244

7100000Y6040,Y60,250307,0
ZJZ,,17:25
YLZ,189

6200000Y6030,Y60,250312,0
XTQ,,16:13
CSQ,123

5700000Y6000,Y60,250326,0
JJG,,17:25
ZJZ,189

6200000Y6040,Y60,250331,0
XTQ,,16:13
CSQ,123

1300000Y6100,Y61,250318,0
DLT,,16:55
JZT,30,3
PLT,33,3
WDT,22,3
XYT,51,2
DQT,45,2
AST,53,3
LYT,18,12
SYT,51,25
JZD,198,11
HLD,36,10
SHD,122,30
TJP,245,37
RMP,83,2
HSP,123,13
UCK,116,15
FYH,341,19
MCN,175,33
JJG,154

1100000Y64G0,Y64,250307

4900000Y6410,Y64,250309-10,0
YAK,,08:48
LCK,128,6
WFK,78,6
ZBK,62,6
JAK,69,6
UCK,94,8
HIK,90,9
CSQ,837

1200000Y6420,Y64,250312,0
SYT,,22:43
LYT,43,3
AST,18,3
HCT,26,3
PVD,63,4
JZD,71,8
SHD,143,30
JJG,1356

0100000Y64F0,Y64,250315,0
VBB,,13:51
JJG,863

1100000Y64H0,Y64,250322,0
CCT,,18:42
GLT,38,3
SPT,36,3
CTT,33,3
KYT,20,3
SBT,67,10
JZD,231,11
HLD,36,10
SHD,122,30
TJP,245,37
RMP,83,2
HSP,123,13
UCK,116,15
FYH,341,19
MCN,175,33
JJG,154

1100000Y64I0,Y64,250405,0
CCT,,18:42
GLT,38,3
SPT,36,3
KYT,50,3
SBT,64,13
JZD,237,11
HLD,36,10
SHD,122,30
TJP,245,37
RMP,83,2
HSP,123,13
UCK,116,15
FYH,341,19
MCN,175,33
JJG,154

1100000Y64K0,Y64,250406,0
CCT,,18:42
GLT,38,3
SPT,36,3
CTT,33,3
SBT,81,13
JZD,237,11
HLD,36,10
SHD,122,30
TJP,245,37
RMP,83,2
HSP,123,13
UCK,116,15
FYH,341,19
MCN,175,33
JJG,154

1100000Y64J0,Y64,250407,0
CCT,,11:40
GLT,38,3
SPT,39,11
LYL,96,8
MHL,120,10
FET,238,5
SYT,78,19
JZD,204,11
HLD,36,10
SHD,122,30
TJP,245,37
RMP,83,2
HSP,123,13
UCK,116,15
FYH,341,19
MCN,175,33
JJG,154

8400000Y7200,Y72,250315,0
ENM,,13:53
AJM,231,4
KMM,214,40
QJM,95,6
XWM,97,5
凤凰山,9,01:34
UMW,90,21
ASW,147,18
GIW,98

8000000Y7250,Y72,250324,0
KMM,,22:02
YTG,540

8000000Y7260,Y72,250326,0
KMM,,22:02
QJM,95,6
XWM,97,5
UMW,99,21
ASW,147

8000000Y7270,Y72,250408,0
KMM,,22:02
ASW,470,18
GIW,98

3300000Y7500,Y75,250321,0
NDC,,15:05
BTC,190,20
EEC,81,5
OUY,37,5
ODY,133,4
YWY,106,6
XAY,213,85
南阳西,430,23
XUN,180

5300000Y7500,Y75,250324,0
UAH,,21:24
HFH,70,16
HKH,570

5400000Y7610,Y76,250329,0
HKH,,16:00
JRH,60,6
WHH,305,28
HFH,379,31
YCH,276,38
XUN,203,25
南阳西,183,17
FZC,283,15
XAY,41,27
YWY,184,6
OUY,265,4
EEC,49,5
BTC,87,20
HHC,127,15
NDC,12

5f00000Y7610,Y76,250413,0
UTH,,10:59
NJH,190

3900000Y7810,Y78,250323,0
XUN,,16:52
HFH,342,16
WHH,229,21
NJH,184,15
UTH,132

3900000Y7820,Y78,250410,0
XUN,,15:52
WHH,647,17
NJH,188,5
UTH,142

4900000Y8230,Y82,250329,0
LCK,,22:16
XXF,835

4100000Y8610,Y86,250415,0
CAY,,23:33
