8000000Y26Q0,Y26,260308-09,0
8000000Y26R0,Y26,260315-16,0
8000000Y26T0,Y26,260322-23,0
KMM,,21:40
ENM,545,6
MHM,98,60
VBM,14,60
VJM,177

8000000Y26S0,Y26,260327-28,0
KMM,,21:40
PEM,635,6
ENM,59

8000000Y26V0,Y26,260410-11,0
KMM,,21:40
ENM,545,6
MHM,98,60
VBM,14,60
VJM,177

8000000Y26U0,Y26,260413-14,0
KMM,,21:40
PEM,635,6
ENM,59

8000000Y26O0,Y26,260217,0
KMM,,21:40
ENM,700

8L00000Y27J0,Y27,260222,0
VJM,,04:00
YTM,353

8L00000Y27K0,Y27,260311,0
8L00000Y27L0,Y27,260318,0
8L00000Y27M0,Y27,260325,0
VJM,,14:30
VOM,87,10
YTM,73

8L00000Y27O0,Y27,260413,0
VJM,,15:10
VOM,82,56
YTM,71

8400000Y27H0,Y27,260218,0
ENM,,21:50
MHM,213,467
VBM,14,46
VJM,210

8L00000Y28L0,Y25,260222-23,0
YTM,,23:30
VBM,570,60
MHM,14,61
ENM,115,43
KMM,422

8L00000Y28M0,Y28,260313-14,0
YTM,,23:30
VBM,570,60
MHM,15,60
ENM,115

8400000Y2830,Y25,260314-15,0
ENM,,21:51
KMM,662

8L00000Y28O0,Y28,260320-21,0
YTM,,23:30
VBM,570,60
MHM,15,60
ENM,115

8400000Y2840,Y25,260321-22,0
ENM,,21:51
KMM,662

8L00000Y28P0,Y28,260327-28,0
YTM,,23:30
VBM,570,60
MHM,15,60
ENM,115

8400000Y2850,Y25,260328-29,0
ENM,,21:51
KMM,662

8400000Y2870,Y28,260421,0
ENM,,13:53
KMM,422

8L00000Y28Q0,Y28,260415,0
YTM,,23:30
VBM,570,60
MHM,15,60
ENM,115

8400000Y2860,Y28,260416,0
ENM,,21:51
KMM,662

6200000Y3900,Y39,260414,0
CZQ,,14:46
SGQ,102,6
GBA,155

6500000Y5620,Y56,260411-12,0
GBA,,11:48
SGQ,155,6
CZQ,105,6
HYQ,109,6
ZZQ,97,10
CSQ,48,8
YYQ,124,6
WCN,160,23
XUN,213,25
南阳西,165,20
新丰镇,308,12
XAY,75

6500000Y5610,Y56,260413-14,0
GBA,,11:48
YTQ,45,3
YDQ,42,4
SGQ,61,6
CZQ,105,6
HYQ,109,6
ZZQ,97,10
CSQ,48,8
YYQ,124,6
WCN,160,23
XUN,213,25
南阳西,165,20
新丰镇,308,12
XAY,75

6200000Y56F0,Y56,260418,0
CSQ,,20:58
YYQ,124,6
WCN,160,23
XUN,213,25
南阳西,165,20
XAY,395

8500000Y58J0,Y55,260331-0402,0
LZJ,,23:28
XAY,662,23
XUN,612,25
WCN,197,26
YYQ,183,5
CSQ,89,8
ZZQ,38,30
HYQ,92

8500000Y58K0,Y55,260428,0
LZJ,,23:28
TSJ,337,6
BJY,156,6
XAY,157,23
新丰镇,31,31
南阳西,302,31
XUN,217,25
WCN,197,26
YYQ,183,5
CSQ,89,8
ZZQ,38,30
HYQ,92,6
CZQ,100,6
SGQ,103,6
YDQ,54,3
YTQ,42,8
GBA,49

6200000Y6200,Y62,260407-09,0
CSQ,,21:40
YYQ,125,5
WCN,193,24
MCN,142,26
FYH,165,18
梁堤头,150,12
UCK,149,34
HSP,116,6
RMP,172,6
TJP,150,30
TSP,81,16
SHD,240,28
HLD,85,2
JZD,41,8
SBT,159,15
TLT,43,2
SPT,97,3
CCT,78

1100000Y64P0,Y64,260409-11,0
CCT,,17:33
GLT,38,3
SPT,38,3
CTT,31,3
TLT,40,3
SYT,54,8
LYT,43,3
AST,18,3
HCT,32,5
PVD,57,3
JZD,148,8
HLD,36,3
SHD,115,30
TSP,149,6
TJP,90,37
RMP,83,2
HSP,119,8
UCK,107,32
梁堤头,181,15
FYH,135,25
MCN,180,33
JJG,154

5400000Y7100,Y71,260325,0
NJH,,14:31
IMH,308,6
HZH,110

5400000Y7110,Y71,260328-29,0
NJH,,14:31
IMH,308,6
HZH,110,16
SRG,313,5
YTG,75,15
XUG,170,6
YEG,34,5
PXG,43,5
ZZQ,86,20
XTQ,25,5
LDQ,73,6
EPQ,243,5
HHQ,127

7800000Y7200,Y72,260321-23,0
GIW,,18:59
KLW,195,16
YZW,204,7
HHQ,116,20
LDQ,256,6
XTQ,77,6
ZZQ,53,30
PXG,85,6
YEG,41,5
XUG,41,6
YTG,13,203
SRG,88,6
HZH,384,18
IMH,104,6
NJH,263

3300000Y7510,Y75,260317-19,0
NDC,,22:47
BTC,113,25
EEC,101,15
ALY,104,33
YWY,192,20
XAY,245,27
南阳西,318,10
XUN,237,23
HFH,230,26
WHH,96,26
NJH,154

5600000Y7610,Y76,260326-28,0
HZH,,16:58
WHH,205,20
HFH,111,17
XUN,257,25
南阳西,163,14
XAY,321,29
YWY,213,3
ALY,190,20
EEC,110,5
BTC,96,25
NDC,381

2600000Y8820,Y88,260417,0
OZP,,23:10
SGQ,416,6
CZQ,105,6
HYQ,103,6
ZZQ,85,20
CSQ,39

5700000Y9130,Y91,260325-26,0
JJG,,15:18
HHQ,961

5700000Y9140,Y91,260330-31,0
JJG,,15:18
XTG,163,25
ZSG,102,5
XUG,58,6
YEG,34,5
PXG,43,6
ZZQ,104,20
XTQ,26,6
LDQ,67,6
HHQ,285,23
YZW,129,4
KLW,134,7
GIW,176

8000000Y92C0,Y92,260326-27,0
KMM,,18:53
GIW,620

7800000Y9230,Y92,260328-29,0
GIW,,05:59
JJG,1381

8000000Y92D0,Y92,260331-0401,0
KMM,,18:51
HHQ,1139

4900000Y9460,Y94,260320-22,0
CEK,,15:30
LCK,17,34
WFK,79,17
ZBK,151,6
JNK,115,9
TAK,47,3
YZK,55,49
ZFK,57,3
KLW,597,7
GIW,176

570000Y101S0,Y101,260316-17,0
YTG,,15:25
XTG,149,37
赣州东,248,15
GZG,8,15
LUQ,267,20
DMQ,148

570000Y101T0,Y101,260412-13,0
JJG,,16:44
XTG,109,28
VAG,124,5
赣州东,140,16
GZG,8,16
LUQ,214,20
DMQ,148

570000Y104X0,Y104,260311-12,0
JJG,,16:44
XTG,109,28
VAG,124,5
赣州东,140,16
GZG,8,16
LUQ,214,20
DMQ,148

570000Y104Y0,Y101,260417,0
JGG,,19:13
BJQ,857

380000Y10700,Y107,单&260324-26,0
JOF,,14:47
ZZF,199,28
KMM,819

640000Y10800,Y108,260423,0
HHQ,,11:30
LDQ,294,6
XTQ,76,6
ZZQ,48,23
CSQ,39,8
YYQ,83,5
WCN,172,25
XUN,179,11
ZZF,263,29
AYF,199,6
HDP,37,6
SJP,189,13
BDP,102,7
FTP,118,42
TJP,117,30
TSP,81,16
SHD,240,28
HLD,85,3
JZD,41,7
GBD,42,3
SBT,160

570000Y111E0,Y111,260313-14,0
YTG,,11:56
XTG,90,11
VAG,134,18
赣州东,135,15
GZG,8,15
DNG,189,3
LUQ,76,32
DMQ,245

570000Y111F0,Y111,260405-06,0
YTG,,11:56
XTG,90,11
VAG,134,18
赣州东,135,15
GZG,8,15
DNG,189,3
LUQ,76,32
DMQ,245,6
BJQ,87

570000Y111G0,Y111,260415,0
YTG,,11:56
GZG,411,15
BJQ,638

560000Y11200,Y112,260327,0
QEH,,01:05
JBH,56

570000Y11260,Y112,260409-10,0
YTG,,22:14
SRG,66,5
新塘边,55,5
JBH,96,16
HZH,149

650000Y11500,Y115,260317,0
650000Y11510,Y115,260319,0
650000Y11520,Y115,260324,0
GBA,,12:19
BJQ,144

650000Y11680,Y116,260318|0407,0
650000Y11670,Y116,260326|0416,0
650000Y116A0,Y116,260406,0
650000Y11610,Y116,260418,0
BJQ,,09:52
GBA,123

650000Y116H0,Y116,260419,0
BJQ,,09:52
GBA,123,25
ZVQ,106,6
CQQ,88,8
MDQ,152,6
MMZ,13,21
YLZ,139,8
LZZ,242

