4a00000Y5500,Y55,240410-16,0
ALY,,00:15
YWY,305,15
XAY,263,45
YTG,1384

5800000Y5640,Y56,240428-29,0
FZS,,23:30
ADS,245,18
WAS,369,100
YTG,220,31
JJG,363,20
CON,57,56
MCN,117,26
KCN,74,6
XUN,90,55
南阳西,157,30
ONY,127,4
XAY,281,48
XYY,29

5b00000Y5600,Y56,240430,0
WAS,,11:42
MCN,864,26
XUN,170,55
YWY,794,4
HMY,311

5700000Y5760,Y57,240411,0
YTG,,10:07
BJQ,1389

5700000Y5770,Y57,240414,0
YTG,,10:07
BJQ,1392

5700000Y5750,Y57,240417,0
YTG,,15:53
JJG,363

3900000Y5710,Y57,240501,0
XUN,,06:17
ONY,316,7
XAY,233

8000000Y6030,Y60,240410,0
KMM,,15:55
HHQ,1080

5700000Y6210,Y62,240422,0
JJG,,01:48
HFH,683,19
FYH,179,16
UCK,303,6
HSP,113,18
RMP,103,6
BJP,119,24
SHD,293,24
HLD,96,3
JZD,40,8
SBT,239,15
TLT,41,3
KYT,22,3
CTT,22,3
SPT,69,3
GLT,35,3
CCT,49

1200000Y64N0,Y64,240502,0
SBT,,22:12
SHD,411

5700000Y7200,Y72,240410-14,0
YTG,,07:02
QEH,211

5600000Y7600,Y76,240410-16,0
QEH,,11:01
JBH,56,19
ZDH,71,6
HZH,237,30
ALY,810

4900000Y8150,Y81,240413,0
4900000Y8180,Y81,240430,0
LCK,,07:37
YAK,229

6200000Y9220,Y92,240419,0
XTQ,,20:27
MCN,659,10
FYH,202

7800000Y9200,Y92,240426,0
GIW,,06:39
KLW,162

570000Y101A0,Y101,240412,0
JJG,,17:20
DMQ,789,6
BJQ,161

530000Y10200,Y102,240420,0
FYH,,20:24
UCK,303,6
HSP,168

150000Y103N0,Y103,240427,0
150000Y103O0,Y103,240501,0
SHD,,15:24
JZD,125,8
SBT,250,25
CCT,204,8
VBB,183

570000Y104L0,Y104,240411,0
JGG,,19:47
VAG,77,34
赣州东,128,7
GZG,8,6
LUQ,222,16
DMQ,144,6
BJQ,161

580000Y10400,Y104,240415-16,0
FZS,,13:52
ADS,208,17
SVS,60,6
LYS,135,36
LUQ,375,16
DMQ,144,6
BJQ,161

570000Y104N0,Y104,240425,0
570000Y104O0,Y104,240427,0
JGG,,19:47
VAG,99,12
BJQ,698

260000Y10700,Y107,240421,0
HSP,,04:49
VVP,236,30
TYV,204

650000Y116K0,Y116,240411,0
SZQ,,10:30
GZQ,194

650000Y116J0,Y116,240415,0
650000Y116L0,Y116,240425,0
BJQ,,12:02
GZQ,102

620000Y12110,Y121,240411,0
CZQ,,06:52
GZQ,288

620000Y12260,Y122,240410,0
CSQ,,20:13
LLB,59

010000Y12200,Y122,240412,0
010000Y12210,Y122,240413,0
LLB,,21:14
VBB,97

710000Y122D0,Y122,240426,0
ZJZ,,16:40
GBZ,890

620000Y12270,Y122,240503,0
CZQ,,19:03
HDP,1293,6
SJP,161,29
BDP,71,37
FTP,118,37
BJP,22,21
EXP,190,7
CDP,160

260000Y12500,Y125,240412,0
HDP,,14:40
VFQ,1302,6
DIQ,177,15
JIQ,120,6
HHQ,104

420000Y12620,Y126,240421,0
XFN,,20:30
XUN,230,30
ZZF,375,29
HDP,289

5n0000Y134B0,Y134,240414,0
JES,,18:37
LYS,117,5
WAS,506

5c0000Y13480,Y134,240416,0
LYS,,20:39
WAS,506

5n0000Y134C0,Y134,240429,0
JES,,18:37
龙  岩,117

400000Y15260,Y152,240420,0
LYF,,18:06
XXF,206,30
AYF,66,4
HDP,37,6
SJP,99,8
BDP,80,6
BJP,127,24
FUP,95,24
SHD,130,17
HLD,102,3
JZD,42,8
SYT,200,18
TLT,51,3
SPT,75,3
GLT,33,3
CCT,44

770000Y152J0,Y152,240422,0
CXW,,22:09
JOF,1322

380000Y152C0,Y152,240424,0
JOF,,20:41
VBB,169

410000Y152D0,Y152,240425,0
XAY,,11:39
SXF,186,22
LYF,142,37
XXF,206,30
AYF,66,4
HDP,37,6
SJP,99,8
BDP,80,6
BJP,127,24
FUP,95,24
SHD,130

120000Y154C0,Y154,240506,0
SBT,,09:12
JZD,335,8
SHD,196,29
FUP,238,28
BJP,116,137
BDP,98,6
SJP,86,18
HDP,178,12
AYF,103,4
XXF,97,45
LYF,242,22
SXF,148,36
XAY,224

630000Y15810,Y158,240419,0
GZQ,,17:40
SGQ,182,6
CZQ,104,6
HYQ,98,24
ZZQ,86,20
PXG,103,11
XUG,97,7
XTG,208,33
JJG,110

710000Y15810,Y158,240428,0
GBZ,,17:10
ZFK,649,9
YZK,60,6
TAK,146,4
JNK,138,6
ZBK,74,4
WFK,62,4
LCK,95

710000Y16650,Y166,240421,0
ZJZ,,14:40
YTG,429

630000Y16840,Y168,240416,0
630000Y16830,Y168,240417,0
GZQ,,14:21
GBZ,850

420000Y17320,Y173,240415,0
XFN,,23:54
ZJZ,439

710000Y17440,Y174,240415,0
ZJZ,,16:20
DIQ,1436

420000Y17410,Y174,240420,0
XFN,,01:22
LYF,353

5b0000Y18130,Y181,240410,0
WAS,,19:15
ADS,310,25
SVS,209,3
LYS,102,9
JES,77

5b0000Y18150,Y181,240412,0
WAS,,19:15
JES,735

5b0000Y18140,Y181,240413,0
WAS,,19:15
ADS,310,25
SVS,209,3
LYS,102,9
JES,77

5b0000Y18160,Y181,240428,0
WAS,,19:15
JES,735

490000Y18600,Y186,240410-11,0
YAK,,22:13
LCK,216,7
WFK,71,5
ZBK,59,5
JNK,68,18
YZK,126,6
XCH,116,31
NJH,229,14
HZH,462

150000Y18690,Y186,240503,0
SHD,,17:27
JAK,724,6
ZBK,70,4
WFK,62,4
LCK,75

570000Y20120,Y201,240424,0
YTG,,13:50
TYV,619,21
DTV,225,35
JAC,109,21
NDC,150,32
BTC,208

270000Y20220,Y202,240410,0
TYV,,14:13
VVP,197,25
HSP,109,37
UCK,245,6
JJG,806

5b0000Y20330,Y203,240413-14,0
