8000000Y2640,Y26,260815,0
8000000Y2600,Y26,260905,0
KMM,,21:40
AGM,660,22
ENM,18

8400000Y27K0,Y27,260816,0
ENM,,21:45
MHM,255,430
VBM,14,46
VJM,210

8L00000Y27S0,Y27,260820,0
VJM,,04:00
YTM,353

8400000Y27L0,Y27,260906,0
ENM,,21:45
MHM,255,430
VBM,14,46
VJM,210

8L00000Y28V0,Y28,260820,0
YTM,,23:30
VBM,570,60
MHM,15,60
ENM,115,43
KMM,412

1500000Y3300,Y33,260822,0
JZD,,08:08
SBT,237,20
SPT,158,10
BCT,269,20
HRX,666,20
MLX,208

1200000Y34D0,Y34,260710,0
SYT,,00:32
JZD,167,11
SHD,138

1200000Y3440,Y34,260718,0
1200000Y34F0,Y34,260802,0
SYT,,00:32
SHD,316

0100000Y3500,Y35,260704,0
VBB,,16:45
MLX,828

3300000Y3530,Y35,260721,0
NDC,,13:25
BTC,176,28
FMC,216,6
IAC,163,8
YIJ,139,8
WAR,195

9200000Y36P0,Y36,260711,0
HMR,,00:40
DHR,298,6
JGJ,217

8500000Y4260,Y39,260713,0
LZJ,,09:02
GYW,437,6
CUW,269,44
QNW,187,6
HHQ,221,8
LDQ,251,6
XTQ,76,5
ZZQ,46,38
HYQ,98,13
CZQ,104,6
SGQ,122,6
GBA,192

6500000Y5640,Y56,260729,0
GBA,,11:48
SGQ,155,6
CZQ,105,6
HYQ,109,6
ZZQ,97,10
CSQ,48,8
YYQ,124,6
WCN,160,23
XUN,213,25
南阳西,165,18
新丰镇,310,12
XAY,65

4100000Y5740,Y57,260801,0
XAY,,16:57
BJY,168,12
TSJ,166,10
LZJ,379,22
HSO,85,24
XNO,92

9300000Y5700,Y57,260803,0
TFR,,04:42
WAR,115

9300000Y5820,Y58,260906,0
WAR,,21:48
TFR,113,6
DHR,562

4700000Y6100,Y61,260901,0
UCK,,16:11
HIK,104,27
FYH,200,25
MCN,180,33
VAG,431,6
EUG,69,5
GZG,65,15
DNG,98,25
LUQ,76,25
DMQ,168,6
BJQ,81

1200000Y64T0,Y64,260707,0
1200000Y64U0,Y64,260713-14,0
SBT,,22:16
JZD,260,8
SHD,144

1200000Y64V0,Y64,260826,0
1200000Y64W0,Y64,260905,0
SBT,,22:16
SHD,412

1200000Y64X0,Y64,260915,0
SBT,,22:16
JZD,260,8
SHD,144

3800000Y6570,Y65,260814,0
SQF,,16:10
MQF,37,6
KFF,50,8
ZZF,48,21
LYF,94,26
SXF,133,10
新丰镇,161,26
XAY,41,19
BJY,142,6
TSJ,115

3800000Y6580,Y65,260829,0
ZZF,,19:00
LYF,94,26
XAY,371,19
LZJ,552

9200000Y66H0,Y66,260703,0
HMR,,17:05
LZJ,1129,45
BJY,518,8
XAY,157,42
