8000000Y2690,Y26,250415,0
8000000Y26A0,Y26,250527,0
8000000Y26B0,Y26,250617,0
KMM,,21:42
ENM,698

8400000Y2760,Y27,250416,0
ENM,,21:50
MHM,198,482
VBM,14,46
VJM,245

8L00000Y2770,Y27,250420,0
VJM,,04:00
YTM,368

8400000Y2780,Y27,250528,0
ENM,,21:50
MHM,198,482
VBM,14,46
VJM,245

8L00000Y2780,Y27,250601,0
VJM,,04:00
YTM,368

8400000Y2790,Y27,250618,0
ENM,,21:50
MHM,198,482
VBM,14,46
VJM,245

8L00000Y2790,Y27,250622,0
VJM,,04:00
YTM,368

8L00000Y2880,Y25,250420,0
8L00000Y2890,Y25,250601,0
8L00000Y28A0,Y28,250622,0
YTM,,23:30
VBM,570,60
MHM,14,61
ENM,115,43
KMM,417

5700000Y3200,Y32,250624,0
SRG,,14:38
QEH,65,6
JBH,56,23
YWH,34,5
HZH,138,14
HNH,39,3
JXH,18,3
IMH,36,16
KSH,91,3
SZH,24,3
WXH,28,3
CZH,27,3
ZJH,141,3
NJH,82,25
BBH,142,24
XCH,116,17
TAK,188,2
JNK,56,6
DZP,90,34
COP,149,21
TXP,133,20
TJP,73,32
TSP,84,2
SHD,191

1200000Y34X0,Y34,250504,0
SYT,,00:32
JZD,167,11
SHD,138

1200000Y34Y0,Y34,250510,0
KYT,,20:56
TJP,794

1200000Y34Z0,Y34,250511,0
SYT,,00:32
TJP,578

1200000Y3400,Y34,250523,0
SYT,,00:32
JZD,167,11
SHD,138

1100000Y3480,Y34,250531,0
SPT,,20:03
SYT,244,25
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86

1100000Y3490,Y34,250610,0
SPT,,20:10
SYT,237,25
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86

1200000Y3420,Y34,250614,0
SYT,,00:32
DZP,931

1100000Y34A0,Y34,250618,0
SPT,,20:10
SYT,237,25
JZD,167,11
SHD,138,20
TSP,150,6
TJP,86

1200000Y3430,Y34,250620,0
SYT,,00:32
SHD,316

3300000Y3600,Y36,250426,0
BTC,,05:51
HHC,129

9200000Y3600,Y36,250527,0
HMR,,00:40
DHR,284

9200000Y3610,Y36,250530,0
9200000Y3620,Y36,250531,0
9200000Y3630,Y36,250605,0
HMR,,00:40
DHR,304

8800000Y3600,Y36,250613,0
XNO,,07:00
HSO,200,13
LZJ,100,24
BXJ,136,10
ZWJ,221,17
YIJ,209,20
HMJ,71,24
FMC,145,6
BTC,155,20
HHC,118,14
SBT,27

9300000Y3660,Y36,250614,0
